page_title	query_id	query_text
uses of water	query_169	uses of water / Aquaculture
uses of water	query_170	uses of water / Aquaculture Problems
water distribution	query_171	water distribution / Conflicts Over Water
water distribution	query_172	water distribution / Water Distribution
water distribution	query_173	water distribution / Water Shortages
water distribution	query_174	water distribution / Water Scarcity
water distribution	query_175	water distribution / Effect of Changing Climate
water distribution	query_176	water distribution / Droughts
blood	query_177	blood / ABO Blood Type
blood	query_178	blood / Blood Type
blood	query_179	blood / Hemophilia
blood	query_180	blood / Functions of Blood
blood	query_181	blood / SickleCell Disease
blood	query_182	blood / Blood Components
blood	query_183	blood / Diseases of the Blood
blood	query_184	blood / Anemia
blood	query_185	blood / Structure and Functions of Blood
blood	query_186	blood / Leukemia
blood	query_187	blood / Rhesus Blood Type
darwins theory of evolution	query_188	darwins theory of evolution / Evolution of Darwins Theory
darwins theory of evolution	query_189	darwins theory of evolution / Plant and Animal Breeding
darwins theory of evolution	query_190	darwins theory of evolution / Darwins Theory in a Nutshell
darwins theory of evolution	query_191	darwins theory of evolution / Putting It All Together
darwins theory of evolution	query_192	darwins theory of evolution / Other Scientists
darwins theory of evolution	query_193	darwins theory of evolution / Voyage of the
darwins theory of evolution	query_194	darwins theory of evolution / Giant Tortoises
darwins theory of evolution	query_195	darwins theory of evolution / Darwins Book
darwins theory of evolution	query_196	darwins theory of evolution / Darwins Finches
darwins theory of evolution	query_197	darwins theory of evolution / More Influences on Darwin
evidence for evolution	query_198	evidence for evolution / Evidence from Living Organisms
evidence for evolution	query_199	evidence for evolution / Observing Evolution in Action
evidence for evolution	query_200	evidence for evolution / Using Fossils to Understand Evolution
evidence for evolution	query_201	evidence for evolution / What Are Fossils
evidence for evolution	query_202	evidence for evolution / Comparing Molecules
evidence for evolution	query_203	evidence for evolution / Vestigial Structures
evidence for evolution	query_204	evidence for evolution / Comparing Embryos
evidence for evolution	query_205	evidence for evolution / Comparing Body Parts
evidence for evolution	query_206	evidence for evolution / How Fossils Are Dated
evidence for evolution	query_207	evidence for evolution / How Fossils Form
the scale of evolution	query_208	the scale of evolution / Two Scales of Evolution
the scale of evolution	query_209	the scale of evolution / Speciation
the scale of evolution	query_210	the scale of evolution / Rate of Evolution
the scale of evolution	query_211	the scale of evolution / Genes in Populations
the scale of evolution	query_212	the scale of evolution / Microevolution
the scale of evolution	query_213	the scale of evolution / Macroevolution
the scale of evolution	query_214	the scale of evolution / Coevolution
the scale of evolution	query_215	the scale of evolution / Convergent Evolution
the scale of evolution	query_216	the scale of evolution / Forces of Evolution
effects of water pollution	query_217	effects of water pollution / Ocean Acidification
effects of water pollution	query_218	effects of water pollution / Effects of Water Pollution
effects of water pollution	query_219	effects of water pollution / Eutrophication
effects of water pollution	query_220	effects of water pollution / Waterborne Diseases
effects of water pollution	query_221	effects of water pollution / Aquatic Debris
population growth patterns	query_222	population growth patterns / Migration
population growth patterns	query_223	population growth patterns / Exponential Growth
population growth patterns	query_224	population growth patterns / Births Deaths and Migration
population growth patterns	query_225	population growth patterns / Population Growth
pregnancy and childbirth	query_226	pregnancy and childbirth / The Amniotic Sac and Placenta
pregnancy and childbirth	query_227	pregnancy and childbirth / Childbirth
pregnancy and childbirth	query_228	pregnancy and childbirth / Growth and Development of the Embryo
pregnancy and childbirth	query_229	pregnancy and childbirth / Growth and Development of the Fetus
pregnancy and childbirth	query_230	pregnancy and childbirth / Pregnancy and Childbirth
skin	query_231	skin / Functions of Skin
skin	query_232	skin / Structure of Skin
skin	query_233	skin / The Epidermis
skin	query_234	skin / Your Skin
skin	query_235	skin / The Dermis
skin	query_236	skin / Oil Glands and Sweat Glands
acids and bases	query_237	acids and bases / Uses of Acids
acids and bases	query_238	acids and bases / The pH Scale
acids and bases	query_239	acids and bases / Acids
acids and bases	query_240	acids and bases / Reactions of Acids and Bases
acids and bases	query_241	acids and bases / Concentration of Ions
acids and bases	query_242	acids and bases / Detecting Bases
acids and bases	query_243	acids and bases / Properties of Acids
acids and bases	query_244	acids and bases / Why pH Matters
acids and bases	query_245	acids and bases / Strength of Acids and Bases
acids and bases	query_246	acids and bases / Properties of Bases
acids and bases	query_247	acids and bases / Detecting Acids
acids and bases	query_248	acids and bases / Uses of Bases
acids and bases	query_249	acids and bases / Bases
machines	query_250	machines / Mechanical Advantage and Type of Machine
machines	query_251	machines / Increasing Distance
machines	query_252	machines / Calculating Efficiency
machines	query_253	machines / Increasing Force
machines	query_254	machines / Mechanical Advantage of Machines
machines	query_255	machines / KQED Exoskeletons Walk Forward
machines	query_256	machines / Efficiency of Machines
machines	query_257	machines / Changing the Direction of Force
machines	query_258	machines / How Machines Help Us Do Work
machines	query_259	machines / An Example Efficiency of a Ramp
machines	query_260	machines / Ideal Mechanical Advantage
history of the atom	query_261	history of the atom / Thomsons Plum Pudding Model
history of the atom	query_262	history of the atom / Daltons Research
history of the atom	query_263	history of the atom / Dalton Brings Back the Atom
history of the atom	query_264	history of the atom / Thomsons Vacuum Tube Experiments
history of the atom	query_265	history of the atom / Democritus Introduces the Atom
history of the atom	query_266	history of the atom / Daltons Atomic Models
history of the atom	query_267	history of the atom / Thomson Adds Electrons
history of the atom	query_268	history of the atom / The Nucleus and Its Particles
history of the atom	query_269	history of the atom / Rutherfords Atomic Model
history of the atom	query_270	history of the atom / Daltons Atomic Theory
history of the atom	query_271	history of the atom / Rutherford Finds the Nucleus
history of the atom	query_272	history of the atom / Rutherfords Gold Foil Experiments
carbon and living things	query_273	carbon and living things / Lipids
carbon and living things	query_274	carbon and living things / Phospholipids
carbon and living things	query_275	carbon and living things / Fatty Acids
carbon and living things	query_276	carbon and living things / Starches
carbon and living things	query_277	carbon and living things / Nucleic Acids
carbon and living things	query_278	carbon and living things / Proteins
carbon and living things	query_279	carbon and living things / Protein Structure
carbon and living things	query_280	carbon and living things / Sugars
carbon and living things	query_281	carbon and living things / Cellulose
carbon and living things	query_282	carbon and living things / Protein Functions
carbon and living things	query_283	carbon and living things / Carbohydrates
carbon and living things	query_284	carbon and living things / Structure of Nucleic Acids
carbon and living things	query_285	carbon and living things / Biochemical Compounds
carbon and living things	query_286	carbon and living things / Functions of Nucleic Acids
artificial light	query_287	artificial light / Incandescent Light
artificial light	query_288	artificial light / Vapor Light
artificial light	query_289	artificial light / Neon Light
artificial light	query_290	artificial light / Turn on the Lights
artificial light	query_291	artificial light / LED Light
artificial light	query_292	artificial light / Fluorescent Light
Alternative medicine	query_293	Alternative medicine / Appeal
Alternative medicine	query_294	Alternative medicine / Appeal / Marketing
Alternative medicine	query_295	Alternative medicine / Appeal / A failure of mainstream medicine
Alternative medicine	query_296	Alternative medicine / Appeal / Social factors
Alternative medicine	query_297	Alternative medicine / Definitions and terminology
Alternative medicine	query_298	Alternative medicine / Definitions and terminology / Alternative medicine
Alternative medicine	query_299	Alternative medicine / Definitions and terminology / Complementary or integrative medicine 
Alternative medicine	query_300	Alternative medicine / Definitions and terminology / Allopathic medicine
Alternative medicine	query_301	Alternative medicine / Definitions and terminology / CAM
Alternative medicine	query_302	Alternative medicine / Definitions and terminology / Traditional medicine
Alternative medicine	query_303	Alternative medicine / Definitions and terminology / Problems with definition
Alternative medicine	query_304	Alternative medicine / Definitions and terminology / Different types of definitions
Alternative medicine	query_305	Alternative medicine / Definitions and terminology / NCCIH classification
Alternative medicine	query_306	Alternative medicine / Types
Alternative medicine	query_307	Alternative medicine / Types / Unscientific belief systems
Alternative medicine	query_308	Alternative medicine / Types / Traditional ethnic systems
Alternative medicine	query_309	Alternative medicine / Types / Supernatural energies
Alternative medicine	query_310	Alternative medicine / Types / Herbal remedies and other substances used
Alternative medicine	query_311	Alternative medicine / History
Alternative medicine	query_312	Alternative medicine / History / Individual systems and practices
Alternative medicine	query_313	"Alternative medicine / History / ""Irregular practitioners"""
Alternative medicine	query_314	Alternative medicine / History / Medical education
Alternative medicine	query_315	Alternative medicine / History / United States government
Alternative medicine	query_316	Alternative medicine / Efficacy
Alternative medicine	query_317	Alternative medicine / Criticism, legitimacy and effects
Alternative medicine	query_318	Alternative medicine / Placebo effect
Alternative medicine	query_319	Alternative medicine / Use and regulation
Alternative medicine	query_320	Alternative medicine / Use and regulation / Prevalence of use
Alternative medicine	query_321	Alternative medicine / Use and regulation / Prevalence of use / In the US
Alternative medicine	query_322	Alternative medicine / Use and regulation / Prevalence of use / Prevalence of use of specific therapies
Alternative medicine	query_323	Alternative medicine / Use and regulation / Prevalence of use / In palliative care
Alternative medicine	query_324	Alternative medicine / Use and regulation / Regulation
Alternative medicine	query_325	Alternative medicine / Conflicts of interest
Alternative medicine	query_326	Alternative medicine / Risks
Alternative medicine	query_327	Alternative medicine / Risks / Adequacy of regulation and CAM safety
Alternative medicine	query_328	Alternative medicine / Risks / Interactions with conventional pharmaceuticals
Alternative medicine	query_329	Alternative medicine / Risks / Potential side-effects
Alternative medicine	query_330	Alternative medicine / Risks / Treatment delay
Alternative medicine	query_331	"Alternative medicine / Risks / Unconventional cancer ""cures"""
Chiropractic	query_332	Chiropractic / Conceptual basis
Chiropractic	query_333	Chiropractic / Conceptual basis / Philosophy
Chiropractic	query_334	Chiropractic / Conceptual basis / Straights and mixers
Chiropractic	query_335	Chiropractic / Conceptual basis / Vertebral subluxation
Chiropractic	query_336	Chiropractic / Scope of practice
Chiropractic	query_337	Chiropractic / Treatments
Chiropractic	query_338	Chiropractic / Treatments / Practice guidelines
Chiropractic	query_339	Chiropractic / Treatments / Effectiveness
Chiropractic	query_340	Chiropractic / Treatments / Safety
Chiropractic	query_341	Chiropractic / Treatments / Risk-benefit
Chiropractic	query_342	Chiropractic / Treatments / Cost-effectiveness
Chiropractic	query_343	Chiropractic / Education, licensing, and regulation
Chiropractic	query_344	Chiropractic / Education, licensing, and regulation / Ethics
Chiropractic	query_345	Chiropractic / Reception
Chiropractic	query_346	Chiropractic / Reception / Australia
Chiropractic	query_347	Chiropractic / Reception / United Kingdom
Chiropractic	query_348	Chiropractic / Reception / United States and Canada
Chiropractic	query_349	Chiropractic / History
Chiropractic	query_350	Chiropractic / Public health
Chiropractic	query_351	Chiropractic / Controversy
Radiocarbon dating	query_352	Radiocarbon dating / Background
Radiocarbon dating	query_353	Radiocarbon dating / Background / History
Radiocarbon dating	query_354	Radiocarbon dating / Background / Physical and chemical details
Radiocarbon dating	query_355	Radiocarbon dating / Background / Principles
Radiocarbon dating	query_356	Radiocarbon dating / Background / Carbon exchange reservoir
Radiocarbon dating	query_357	Radiocarbon dating / Dating considerations
Radiocarbon dating	query_358	Radiocarbon dating / Dating considerations / Atmospheric variation
Radiocarbon dating	query_359	Radiocarbon dating / Dating considerations / Isotopic fractionation
Radiocarbon dating	query_360	Radiocarbon dating / Dating considerations / Reservoir effects
Radiocarbon dating	query_361	Radiocarbon dating / Dating considerations / Contamination
Radiocarbon dating	query_362	Radiocarbon dating / Samples
Radiocarbon dating	query_363	Radiocarbon dating / Samples / Material considerations
Radiocarbon dating	query_364	Radiocarbon dating / Samples / Preparation and size
Radiocarbon dating	query_365	Radiocarbon dating / Measurement and results
Radiocarbon dating	query_366	Radiocarbon dating / Measurement and results / Beta counting
Radiocarbon dating	query_367	Radiocarbon dating / Measurement and results / Accelerator mass spectrometry
Radiocarbon dating	query_368	Radiocarbon dating / Measurement and results / Calculations
Radiocarbon dating	query_369	Radiocarbon dating / Measurement and results / Errors and reliability
Radiocarbon dating	query_370	Radiocarbon dating / Measurement and results / Calibration
Radiocarbon dating	query_371	Radiocarbon dating / Measurement and results / Reporting dates
Radiocarbon dating	query_372	Radiocarbon dating / Use in archaeology
Radiocarbon dating	query_373	Radiocarbon dating / Use in archaeology / Interpretation
Radiocarbon dating	query_374	Radiocarbon dating / Use in archaeology / Notable applications
Radiocarbon dating	query_375	Radiocarbon dating / Use in archaeology / Notable applications / Pleistocene/Holocene boundary in Two Creeks Fossil Forest
Radiocarbon dating	query_376	Radiocarbon dating / Use in archaeology / Notable applications / Dead Sea Scrolls
Radiocarbon dating	query_377	Radiocarbon dating / Use in archaeology / Impact
Breakdancing	query_378	Breakdancing / Terminology
Breakdancing	query_379	Breakdancing / History
Breakdancing	query_380	Breakdancing / History / Uprock
Breakdancing	query_381	Breakdancing / Worldwide expansion
Breakdancing	query_382	Breakdancing / Worldwide expansion / Brazil
Breakdancing	query_383	Breakdancing / Worldwide expansion / Cambodia
Breakdancing	query_384	Breakdancing / Worldwide expansion / Canada
Breakdancing	query_385	Breakdancing / Worldwide expansion / France
Breakdancing	query_386	Breakdancing / Worldwide expansion / Japan
Breakdancing	query_387	Breakdancing / Worldwide expansion / South Korea
Breakdancing	query_388	Breakdancing / Dance elements
Breakdancing	query_389	Breakdancing / Styles
Breakdancing	query_390	Breakdancing / Styles / Downrock styles
Breakdancing	query_391	Breakdancing / Styles / Power versus style
Breakdancing	query_392	Breakdancing / Music
Breakdancing	query_393	Breakdancing / World championships
Breakdancing	query_394	Breakdancing / Female presence
Breakdancing	query_395	Breakdancing / Media exposure
Breakdancing	query_396	Breakdancing / Media exposure / Film
Breakdancing	query_397	Breakdancing / Media exposure / Television
Breakdancing	query_398	Breakdancing / Media exposure / Literature
Breakdancing	query_399	Breakdancing / Media exposure / Video gaming
Arab slave trade	query_400	Arab slave trade / Scope of the trade
Arab slave trade	query_401	Arab slave trade / History of the Arab slave trade
Arab slave trade	query_402	Arab slave trade / History of the Arab slave trade / Arab slaves
Arab slave trade	query_403	Arab slave trade / Historical and geographical context
Arab slave trade	query_404	Arab slave trade / Historical and geographical context / Islamic world
Arab slave trade	query_405	Arab slave trade / Historical and geographical context / Arab views on African peoples
Arab slave trade	query_406	Arab slave trade / Historical and geographical context / Africa: 8th through 19th centuries
Arab slave trade	query_407	Arab slave trade / Geography of the slave trade
Arab slave trade	query_408	"Arab slave trade / Geography of the slave trade / ""Supply"" zones"
Arab slave trade	query_409	Arab slave trade / Geography of the slave trade / Routes
Arab slave trade	query_410	Arab slave trade / Geography of the slave trade / Barter
Arab slave trade	query_411	Arab slave trade / Geography of the slave trade / Slave markets and fairs
Arab slave trade	query_412	Arab slave trade / Legacy
Arab slave trade	query_413	Arab slave trade / Primary sources
Arab slave trade	query_414	Arab slave trade / Primary sources / Medieval Arabic sources
Arab slave trade	query_415	Arab slave trade / Primary sources / European texts (16th–19th centuries)
Arab slave trade	query_416	Arab slave trade / Primary sources / Other sources
Mate (drink)	query_417	Mate (drink) / Name
Mate (drink)	query_418	Mate (drink) / Preparation
Mate (drink)	query_419	Mate (drink) / Preparation / Brewing
Mate (drink)	query_420	Mate (drink) / Etiquette
Mate (drink)	query_421	Mate (drink) / History
Mate (drink)	query_422	Mate (drink) / Culture
Mate (drink)	query_423	Mate (drink) / Health effects
Mate (drink)	query_424	Mate (drink) / Other properties
Mate (drink)	query_425	Mate (drink) / Legendary origins
Mate (drink)	query_426	Mate (drink) / Variants
Hybrid electric vehicle	query_427	Hybrid electric vehicle / Classification
Hybrid electric vehicle	query_428	Hybrid electric vehicle / Classification / Types of powertrain
Hybrid electric vehicle	query_429	Hybrid electric vehicle / Classification / Types by degree of hybridization
Hybrid electric vehicle	query_430	Hybrid electric vehicle / Classification / Plug-in hybrids (PHEVs)
Hybrid electric vehicle	query_431	Hybrid electric vehicle / History
Hybrid electric vehicle	query_432	Hybrid electric vehicle / History / Early days
Hybrid electric vehicle	query_433	Hybrid electric vehicle / History / Predecessors of present technology
Hybrid electric vehicle	query_434	Hybrid electric vehicle / History / Modern hybrids
Hybrid electric vehicle	query_435	Hybrid electric vehicle / History / Latest developments
Hybrid electric vehicle	query_436	Hybrid electric vehicle / Sales and rankings
Hybrid electric vehicle	query_437	Hybrid electric vehicle / Sales and rankings / Japanese market
Hybrid electric vehicle	query_438	Hybrid electric vehicle / Sales and rankings / American market
Hybrid electric vehicle	query_439	Hybrid electric vehicle / Sales and rankings / European market
Hybrid electric vehicle	query_440	Hybrid electric vehicle / Technology
Hybrid electric vehicle	query_441	Hybrid electric vehicle / Technology / Engines and fuel sources
Hybrid electric vehicle	query_442	Hybrid electric vehicle / Technology / Engines and fuel sources / Fossil fuels
Hybrid electric vehicle	query_443	Hybrid electric vehicle / Technology / Engines and fuel sources / Biofuels
Hybrid electric vehicle	query_444	Hybrid electric vehicle / Technology / Electric machines
Hybrid electric vehicle	query_445	Hybrid electric vehicle / Technology / Design considerations
Hybrid electric vehicle	query_446	Hybrid electric vehicle / Technology / Conversion kits
Hybrid electric vehicle	query_447	Hybrid electric vehicle / Environmental impact
Hybrid electric vehicle	query_448	Hybrid electric vehicle / Environmental impact / Fuel consumption
Hybrid electric vehicle	query_449	Hybrid electric vehicle / Environmental impact / Noise
Hybrid electric vehicle	query_450	Hybrid electric vehicle / Environmental impact / Pollution
Hybrid electric vehicle	query_451	Hybrid electric vehicle / Environmental impact / Top ten EPA-rated hybrids
Hybrid electric vehicle	query_452	Hybrid electric vehicle / Vehicle types
Hybrid electric vehicle	query_453	Hybrid electric vehicle / Vehicle types / Motorcycles
Hybrid electric vehicle	query_454	Hybrid electric vehicle / Vehicle types / High-performance cars
Hybrid electric vehicle	query_455	Hybrid electric vehicle / Vehicle types / Formula 1
Hybrid electric vehicle	query_456	Hybrid electric vehicle / Vehicle types / Taxis
Hybrid electric vehicle	query_457	Hybrid electric vehicle / Vehicle types / Buses
Hybrid electric vehicle	query_458	Hybrid electric vehicle / Vehicle types / Trucks
Hybrid electric vehicle	query_459	Hybrid electric vehicle / Vehicle types / Military vehicles
Hybrid electric vehicle	query_460	Hybrid electric vehicle / Vehicle types / Locomotives
Hybrid electric vehicle	query_461	Hybrid electric vehicle / Vehicle types / Marine and other aquatic
Hybrid electric vehicle	query_462	Hybrid electric vehicle / Vehicle types / Aircraft
Hybrid electric vehicle	query_463	Hybrid electric vehicle / Hybrid premium and showroom cost parity
Hybrid electric vehicle	query_464	Hybrid electric vehicle / Raw materials shortage
Hybrid electric vehicle	query_465	Hybrid electric vehicle / Legislation and incentives
Hybrid electric vehicle	query_466	Hybrid electric vehicle / Legislation and incentives / Canada
Hybrid electric vehicle	query_467	Hybrid electric vehicle / Legislation and incentives / Israel
Hybrid electric vehicle	query_468	Hybrid electric vehicle / Legislation and incentives / Japan
Hybrid electric vehicle	query_469	Hybrid electric vehicle / Legislation and incentives / Jordan
